0.000000000000000000e+00,1.650000000000000000e+02,0.000000000000000000e+00,3.800000000000000000e+01,0.000000000000000000e+00,1.900000000000000000e+02,2.400000000000000000e+01,3.800000000000000000e+01
0.000000000000000000e+00,1.900000000000000000e+02,2.400000000000000000e+01,3.800000000000000000e+01,0.000000000000000000e+00,2.150000000000000000e+02,4.900000000000000000e+01,3.900000000000000000e+01
0.000000000000000000e+00,2.150000000000000000e+02,4.900000000000000000e+01,3.900000000000000000e+01,0.000000000000000000e+00,2.310000000000000000e+02,8.300000000000000000e+01,5.500000000000000000e+01
0.000000000000000000e+00,2.310000000000000000e+02,8.300000000000000000e+01,5.500000000000000000e+01,0.000000000000000000e+00,2.440000000000000000e+02,1.140000000000000000e+02,6.900000000000000000e+01
0.000000000000000000e+00,2.440000000000000000e+02,1.140000000000000000e+02,6.900000000000000000e+01,0.000000000000000000e+00,2.490000000000000000e+02,1.500000000000000000e+02,8.600000000000000000e+01
0.000000000000000000e+00,2.490000000000000000e+02,1.500000000000000000e+02,8.600000000000000000e+01,0.000000000000000000e+00,2.530000000000000000e+02,1.810000000000000000e+02,1.040000000000000000e+02
0.000000000000000000e+00,2.530000000000000000e+02,1.810000000000000000e+02,1.040000000000000000e+02,0.000000000000000000e+00,2.530000000000000000e+02,2.070000000000000000e+02,1.280000000000000000e+02
0.000000000000000000e+00,2.530000000000000000e+02,2.070000000000000000e+02,1.280000000000000000e+02,0.000000000000000000e+00,2.540000000000000000e+02,2.300000000000000000e+02,1.530000000000000000e+02
0.000000000000000000e+00,2.540000000000000000e+02,2.300000000000000000e+02,1.530000000000000000e+02,0.000000000000000000e+00,2.540000000000000000e+02,2.460000000000000000e+02,1.780000000000000000e+02
0.000000000000000000e+00,2.540000000000000000e+02,2.460000000000000000e+02,1.780000000000000000e+02,0.000000000000000000e+00,2.460000000000000000e+02,2.510000000000000000e+02,2.060000000000000000e+02
0.000000000000000000e+00,2.460000000000000000e+02,2.510000000000000000e+02,2.060000000000000000e+02,0.000000000000000000e+00,2.300000000000000000e+02,2.450000000000000000e+02,2.350000000000000000e+02
0.000000000000000000e+00,2.300000000000000000e+02,2.450000000000000000e+02,2.350000000000000000e+02,0.000000000000000000e+00,2.060000000000000000e+02,2.340000000000000000e+02,2.420000000000000000e+02
0.000000000000000000e+00,2.060000000000000000e+02,2.340000000000000000e+02,2.420000000000000000e+02,0.000000000000000000e+00,1.780000000000000000e+02,2.200000000000000000e+02,2.350000000000000000e+02
0.000000000000000000e+00,1.780000000000000000e+02,2.200000000000000000e+02,2.350000000000000000e+02,0.000000000000000000e+00,1.510000000000000000e+02,2.010000000000000000e+02,2.240000000000000000e+02
0.000000000000000000e+00,1.510000000000000000e+02,2.010000000000000000e+02,2.240000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+02,1.760000000000000000e+02,2.110000000000000000e+02
0.000000000000000000e+00,1.200000000000000000e+02,1.760000000000000000e+02,2.110000000000000000e+02,0.000000000000000000e+00,9.600000000000000000e+01,1.490000000000000000e+02,1.960000000000000000e+02
0.000000000000000000e+00,9.600000000000000000e+01,1.490000000000000000e+02,1.960000000000000000e+02,0.000000000000000000e+00,7.000000000000000000e+01,1.180000000000000000e+02,1.800000000000000000e+02
0.000000000000000000e+00,7.000000000000000000e+01,1.180000000000000000e+02,1.800000000000000000e+02,0.000000000000000000e+00,5.900000000000000000e+01,8.600000000000000000e+01,1.640000000000000000e+02
0.000000000000000000e+00,5.900000000000000000e+01,8.600000000000000000e+01,1.640000000000000000e+02,1.000000000000000000e+00,4.900000000000000000e+01,5.400000000000000000e+01,1.490000000000000000e+02
